,Unnamed: 0,surname,firstname,music,nationality,birth,death,youtube_title,youtube_id,similarity,piano_solo_prob,audio_name,audio_duration,giant_midi_piano,split,surname_in_youtube_title,fullname,era
1592,18929,Brahms,Johannes,Albumblatt in A minor,British,1833,1897,Brahms - Albumblatt in A minor - Alex Alguacil,AUVMr7gfCz0,1.0,0.6178463,"Brahms, Johannes, Albumblatt in A minor, AUVMr7gfCz0",130.60946875,1.0,validation,1.0,Johannes Brahms,Romantic
1596,18933,Brahms,Johannes,"4 Ballades, Op.10",British,1833,1897,"Brahms: 4 Ballades, Op.10 (Kovacevich, Michelangeli, Tiberghien, Zimerman)",GUycRkzxYjA,1.0,0.92929983,"Brahms, Johannes, 4 Ballades, Op.10, GUycRkzxYjA",5519.41346875,1.0,test,1.0,Johannes Brahms,Romantic
1604,18941,Brahms,Johannes,"Clarinet Sonata No.1, Op.120 No.1",British,1833,1897,"Brahms Sonata No. 1 in F minor for clarinet and piano, Op. 120 No. 1 - I & II",_16io5rzmsQ,1.0,0.7560625,"Brahms, Johannes, Clarinet Sonata No.1, Op.120 No.1, _16io5rzmsQ",732.24146875,1.0,train,1.0,Johannes Brahms,Romantic
1605,18942,Brahms,Johannes,"Clarinet Sonata No.2, Op.120 No.2",British,1833,1897,"Johannes Brahms - Clarinet Sonata in E flat major, Op 120 No 2 (score)",V39p4Fbgz_A,1.0,0.6256734,"Brahms, Johannes, Clarinet Sonata No.2, Op.120 No.2, V39p4Fbgz_A",1265.14946875,1.0,train,1.0,Johannes Brahms,Romantic
1619,18956,Brahms,Johannes,"51 Exercises, WoO 6",British,1833,1897,"51 Exercises, WoO 6: Exercise No. 1a in D Major",UFjKC7p0V1g,0.8,0.9265068,"Brahms, Johannes, 51 Exercises, WoO 6, UFjKC7p0V1g",48.02546875,1.0,train,0.0,Johannes Brahms,Romantic
1620,18957,Brahms,Johannes,"7 Fantasien, Op.116",British,1833,1897,"Johannes Brahms - 7 Fantasien, Op. 116",BJXwlHTzKsE,1.0,0.8962155,"Brahms, Johannes, 7 Fantasien, Op.116, BJXwlHTzKsE",1560.67346875,1.0,train,1.0,Johannes Brahms,Romantic
1627,18964,Brahms,Johannes,"2 Gigues, WoO 4",British,1833,1897,"2 Gigues, WoO 4: No. 2, Gigue in B Minor",NgyLwzf9ZeQ,0.8,0.8034035,"Brahms, Johannes, 2 Gigues, WoO 4, NgyLwzf9ZeQ",129.02546875,1.0,train,0.0,Johannes Brahms,Romantic
1631,18968,Brahms,Johannes,"21 Hungarian Dances (Piano), WoO 1",British,1833,1897,"Brahms - 21 Hungarian Dances, WoO 1 [Audio + Score]",rzHZoE5ZHO4,0.8571428571428571,0.79654,"Brahms, Johannes, 21 Hungarian Dances (Piano), WoO 1, rzHZoE5ZHO4",2811.24146875,1.0,train,1.0,Johannes Brahms,Romantic
1632,18969,Brahms,Johannes,"3 Intermezzi, Op.117",British,1833,1897,"Johannes Brahms - 3 Intermezzi, Op. 117",w4nnjhHe15U,1.0,0.938836,"Brahms, Johannes, 3 Intermezzi, Op.117, w4nnjhHe15U",1018.00946875,1.0,train,1.0,Johannes Brahms,Romantic
1634,18971,Brahms,Johannes,"6 Klavierstücke, Op.118",British,1833,1897,"Brahms: 6 Piano Pieces, Op.118 (Kempff, Lupu)",WXnojYMsYmA,0.8,0.89971167,"Brahms, Johannes, 6 Klavierstücke, Op.118, WXnojYMsYmA",2648.26946875,1.0,train,1.0,Johannes Brahms,Romantic
1635,18972,Brahms,Johannes,"4 Klavierstücke, Op.119",British,1833,1897,"Brahms - 4 Klavierstücke, Op. 119 (Murray Perahia)",yyKFKY00NrI,1.0,0.8430503,"Brahms, Johannes, 4 Klavierstücke, Op.119, yyKFKY00NrI",896.54546875,1.0,validation,1.0,Johannes Brahms,Romantic
1677,19014,Brahms,Johannes,"Piano Sonata No.1, Op.1",British,1833,1897,"Johannes Brahms - Piano Sonata No. 1 in C major, Op. 1",66oJL0JZ9_E,1.0,0.88478404,"Brahms, Johannes, Piano Sonata No.1, Op.1, 66oJL0JZ9_E",1564.34546875,1.0,test,1.0,Johannes Brahms,Romantic
1678,19015,Brahms,Johannes,"Piano Sonata No.2, Op.2",British,1833,1897,Brahms Piano Sonata no.2 op.2,RhZqUE63B9g,1.0,0.88422346,"Brahms, Johannes, Piano Sonata No.2, Op.2, RhZqUE63B9g",1407.96146875,1.0,train,1.0,Johannes Brahms,Romantic
1679,19016,Brahms,Johannes,"Piano Sonata No.3, Op.5",British,1833,1897,"Brahms - Piano Sonata No.3 in F minor, Op.5 - Claudio Arrau",3KDAe2GtYmw,1.0,0.7295904,"Brahms, Johannes, Piano Sonata No.3, Op.5, 3KDAe2GtYmw",2323.00946875,1.0,train,1.0,Johannes Brahms,Romantic
1693,19030,Brahms,Johannes,"2 Rhapsodies, Op.79",British,1833,1897,"Brahms - 2 Rhapsodies, Op. 79 (Murray Perahia)",GMveEoRmkJE,1.0,0.7278425,"Brahms, Johannes, 2 Rhapsodies, Op.79, GMveEoRmkJE",921.63746875,1.0,train,1.0,Johannes Brahms,Romantic
1698,19035,Brahms,Johannes,"2 Sarabandes, WoO 5",British,1833,1897,Brahms  - Sarabande No.2 in B minor - WoO 5 posth.,SPWIJtf8zDM,0.8,0.9547192,"Brahms, Johannes, 2 Sarabandes, WoO 5, SPWIJtf8zDM",166.21346875,1.0,train,1.0,Johannes Brahms,Romantic
1699,19036,Brahms,Johannes,"Scherzo, Op.4",British,1833,1897,"Brahms Scherzo Op 4   --- Meng-Chieh Liu, piano",Lvz1lcg59DM,1.0,0.57387656,"Brahms, Johannes, Scherzo, Op.4, Lvz1lcg59DM",559.69346875,1.0,train,1.0,Johannes Brahms,Romantic
1723,19060,Brahms,Johannes,"5 Studies, Anh.1a/1",British,1833,1897,"Johannes Brahms - 5 Studies, Anh.1a/1: 5. Chaconne von J.S. Bach",keBScnOFyes,1.0,0.7248674,"Brahms, Johannes, 5 Studies, Anh.1a_1, keBScnOFyes",826.45346875,1.0,train,1.0,Johannes Brahms,Romantic
1724,19061,Brahms,Johannes,"Study for the Left Hand, Anh.4/2",British,1833,1897,"Study for the Left Hand in E-Flat Major, Anh.4/2",91iR_ctYqYE,0.8888888888888888,0.87705576,"Brahms, Johannes, Study for the Left Hand, Anh.4_2, 91iR_ctYqYE",289.00946875,1.0,train,0.0,Johannes Brahms,Romantic
1734,19071,Brahms,Johannes,"Variations and Fugue on a Theme by Handel, Op.24",British,1833,1897,"Brahms: Variations and Fugue on a Theme by Handel, Op.24 (Kovacevich)",q9tbCkACbGU,1.0,0.90247995,"Brahms, Johannes, Variations and Fugue on a Theme by Handel, Op.24, q9tbCkACbGU",1582.59746875,1.0,train,1.0,Johannes Brahms,Romantic
1735,19072,Brahms,Johannes,"Variations on a Hungarian Song, Op.21 No.2",British,1833,1897,"Brahms - Variations on a Hungarian Song, Op. 21 No. 2",6DnRIN3cX_8,1.0,0.87959933,"Brahms, Johannes, Variations on a Hungarian Song, Op.21 No.2, 6DnRIN3cX_8",374.25746875,1.0,validation,1.0,Johannes Brahms,Romantic
1737,19074,Brahms,Johannes,"Variations on a Theme by Paganini, Op.35",British,1833,1897,"Brahms: Variations on a Theme of Paganini, Op.35 (Kissin)",1EIE78D0m1g,0.8888888888888888,0.83069384,"Brahms, Johannes, Variations on a Theme by Paganini, Op.35, 1EIE78D0m1g",1414.72946875,1.0,test,1.0,Johannes Brahms,Romantic
1738,19075,Brahms,Johannes,"Variations on a Theme by Robert Schumann, Op.9",British,1833,1897,"Brahms - Variations on a Theme of Robert Schumann, Op. 9 - Katchen",Cx9Tije-nwk,0.9,0.9170385,"Brahms, Johannes, Variations on a Theme by Robert Schumann, Op.9, Cx9Tije-nwk",1165.06946875,1.0,train,1.0,Johannes Brahms,Romantic
1740,19077,Brahms,Johannes,"Variations on an Original Theme, Op.21 No.1",British,1833,1897,"Volodos plays Brahms' Variations on an Original Theme, Op. 21 No. 1",og_rOL1GPjc,1.0,0.89213794,"Brahms, Johannes, Variations on an Original Theme, Op.21 No.1, og_rOL1GPjc",1042.12946875,1.0,train,1.0,Johannes Brahms,Romantic
1746,19083,Brahms,Johannes,"16 Waltzes, Op.39",British,1833,1897,Brahms - 16 Waltzes Op. 39,wZIG80RIflU,1.0,0.89696276,"Brahms, Johannes, 16 Waltzes, Op.39, wZIG80RIflU",1261.72946875,1.0,train,1.0,Johannes Brahms,Romantic
1760,19974,Bruch,Max,"Fantaisie for 2 Pianos, Op.11",German,1838,1920,Max Bruch - Fantasy for Two Pianos op.11 | Genova & Dimitrov,ENBKBeFtavM,0.7142857142857143,0.9318314,"Bruch, Max, Fantaisie for 2 Pianos, Op.11, ENBKBeFtavM",285.48146875,1.0,validation,1.0,Max Bruch,Romantic
1768,19982,Bruch,Max,"6 Klavierstücke, Op.12",German,1838,1920,"Max Bruch - 6 Klavierstücke, Op. 12 (1861)",NRWd4TUBnxQ,1.0,0.60716504,"Bruch, Max, 6 Klavierstücke, Op.12, NRWd4TUBnxQ",715.14146875,1.0,test,1.0,Max Bruch,Romantic
1769,19983,Bruch,Max,"2 Klavierstücke, Op.14",German,1838,1920,"Max Bruch - 2 Klavierstücke, Op. 14 (1861)",VjU4n7Gfulw,1.0,0.6865691,"Bruch, Max, 2 Klavierstücke, Op.14, VjU4n7Gfulw",397.54946875,1.0,train,1.0,Max Bruch,Romantic
1812,27367,Clementi,Muzio,"Duettino in C major, WO 24",Italian,1752,1832,Muzio Clementi Duettino wo.24 no.1 in C major (Elementary school student & 박나회),mjdB-cqQFh8,1.0,0.7965808,"Clementi, Muzio, Duettino in C major, WO 24, mjdB-cqQFh8",230.94146875,1.0,validation,1.0,Muzio Clementi,Classical
1813,27368,Clementi,Muzio,"Duettino in G major, WO 25",Italian,1752,1832,"Clementi: Duettino no.2 in G major WO25 1mov. Pf.林川崇:Hayashikawa,Takashi Pf.永田由布子:Yuko Nagata",oRGW7zRsjyc,0.7142857142857143,0.94289637,"Clementi, Muzio, Duettino in G major, WO 25, oRGW7zRsjyc",275.18546875,1.0,test,1.0,Muzio Clementi,Classical
1814,27369,Clementi,Muzio,"Fantasie avec variations sur l'air 'Au clair de la lune', Op.48",Italian,1752,1832,"Fantasie, avec variations, su l'air ""Au clair de la lune"" Op. 48",xqX_AZeezHE,0.8571428571428571,0.95023704,"Clementi, Muzio, Fantasie avec variations sur l'air 'Au clair de la lune', Op.48, xqX_AZeezHE",626.36546875,1.0,train,0.0,Muzio Clementi,Classical
1815,27370,Clementi,Muzio,"Gradus ad Parnassum, Op.44",Italian,1752,1832,Muzio Clementi - Gradus ad Parnassum Op.44 - LP 1/5,VuzeS6WmSbs,1.0,0.9343993,"Clementi, Muzio, Gradus ad Parnassum, Op.44, VuzeS6WmSbs",3252.31346875,1.0,train,1.0,Muzio Clementi,Classical
1816,27371,Clementi,Muzio,"Musical Characteristics, Op.19",Italian,1752,1832,"Musical Characteristics, Op. 19: Prelude No. 1 alla Clementi",Wga80JbkwW0,1.0,0.78385556,"Clementi, Muzio, Musical Characteristics, Op.19, Wga80JbkwW0",101.77346875,1.0,train,1.0,Muzio Clementi,Classical
1818,27373,Clementi,Muzio,"3 Piano Duets and 3 Sonatas, Op.3",Italian,1752,1832,"Clementi: Sonatas for Piano Four Hands, No. 1 in C Op. 3: I Allegro spiritoso II. Rondo",d4zMBta1WmI,0.7777777777777778,0.9111826,"Clementi, Muzio, 3 Piano Duets and 3 Sonatas, Op.3, d4zMBta1WmI",460.40546875,1.0,train,1.0,Muzio Clementi,Classical
1819,27374,Clementi,Muzio,"3 Piano Duets, Op.14",Italian,1752,1832,"Duet for Piano 4 Hands in E-Flat Major, Op. 14, No. 3: I. Allegro",waIbHakTPXo,0.6666666666666666,0.58556724,"Clementi, Muzio, 3 Piano Duets, Op.14, waIbHakTPXo",251.10146875,1.0,train,0.0,Muzio Clementi,Classical
1821,27376,Clementi,Muzio,"Piano Sonata No.1, Op.2 No.2",Italian,1752,1832,"Sonata Op. 2, No. 2 in C major: l. Presto",-ea7nbHn2dg,0.6666666666666666,0.9559546,"Clementi, Muzio, Piano Sonata No.1, Op.2 No.2, -ea7nbHn2dg",389.01746875,1.0,train,0.0,Muzio Clementi,Classical
1823,27378,Clementi,Muzio,"Piano Sonata, Op.20",Italian,1752,1832,"Muzio Clementi – Sonata in C major, Op  20 Costantino Mastroprimiano, 2008",nl4rYMReGbE,0.8,0.6191927,"Clementi, Muzio, Piano Sonata, Op.20, nl4rYMReGbE",992.37746875,1.0,train,1.0,Muzio Clementi,Classical
1824,27379,Clementi,Muzio,"Piano Sonata, Op.26",Italian,1752,1832,Clementi - Piano sonata op.26 n°2 - Horowitz,-Slvsc2_6Ig,1.0,0.9332524,"Clementi, Muzio, Piano Sonata, Op.26, -Slvsc2_6Ig",693.10946875,1.0,train,1.0,Muzio Clementi,Classical
1826,27381,Clementi,Muzio,"Piano Sonata, Op.46",Italian,1752,1832,Muzio Clementi: Sonata in Si bemolle maggiore Op.46,q-b-13F6uJE,0.8,0.60345525,"Clementi, Muzio, Piano Sonata, Op.46, q-b-13F6uJE",1451.91746875,1.0,validation,1.0,Muzio Clementi,Classical
1827,27382,Clementi,Muzio,"Piano Sonata, WO 3",Italian,1752,1832,"Muzio Clementi: Piano Sonata op.50 no.3 ""Didone abbandonata"" (1/3) IGOR COGNOLATO",y8roMt3NR7Y,0.8,0.9131856,"Clementi, Muzio, Piano Sonata, WO 3, y8roMt3NR7Y",790.27346875,1.0,test,1.0,Muzio Clementi,Classical
1829,27384,Clementi,Muzio,"Piano Sonata, WO 14",Italian,1752,1832,M. Clementi - Sonata WO 14,WdStNLllg7w,0.8,0.8838396,"Clementi, Muzio, Piano Sonata, WO 14, WdStNLllg7w",350.20946875,1.0,train,1.0,Muzio Clementi,Classical
1836,27391,Clementi,Muzio,"3 Piano Sonatas, Op.10",Italian,1752,1832,"Muzio Clementi: Piano Sonata op.50 no.3 ""Didone abbandonata"" (1/3) IGOR COGNOLATO",y8roMt3NR7Y,0.6666666666666666,0.9131856,"Clementi, Muzio, 3 Piano Sonatas, Op.10, y8roMt3NR7Y",790.27346875,1.0,train,1.0,Muzio Clementi,Classical
1837,27392,Clementi,Muzio,"6 Piano Sonatas, Op.13",Italian,1752,1832,Sonata Op. 13 No. 6 in F Minor (M. Clementi) Score Animation,K7FCzQiDgcU,0.6666666666666666,0.90035456,"Clementi, Muzio, 6 Piano Sonatas, Op.13, K7FCzQiDgcU",1009.72946875,1.0,train,1.0,Muzio Clementi,Classical
1839,27394,Clementi,Muzio,"2 Piano Sonatas, Op.24",Italian,1752,1832,"Clementi Sonata in B-Flat Major, Op. 24 No. 2",YnMFaEpfeiE,0.6666666666666666,0.70211023,"Clementi, Muzio, 2 Piano Sonatas, Op.24, YnMFaEpfeiE",754.41746875,1.0,train,1.0,Muzio Clementi,Classical
1841,27396,Clementi,Muzio,"3 Piano Sonatas, Op.33",Italian,1752,1832,Muzio Clementi- Piano Sonata quasi Concerto op. 33 no. 3,HpeLSB8IY8U,0.8333333333333334,0.93530613,"Clementi, Muzio, 3 Piano Sonatas, Op.33, HpeLSB8IY8U",958.03346875,1.0,train,1.0,Muzio Clementi,Classical
1843,27398,Clementi,Muzio,"3 Piano Sonatas, Op.37",Italian,1752,1832,"Clementi: Sonatina, Op. 37, No. 3 (complete) | Cory Hall, pianist-composer",pzZocdOCWMM,0.6666666666666666,0.8666902,"Clementi, Muzio, 3 Piano Sonatas, Op.37, pzZocdOCWMM",453.02546875,1.0,train,1.0,Muzio Clementi,Classical
1845,27400,Clementi,Muzio,"3 Piano Sonatas, Op.50",Italian,1752,1832,"Muzio Clementi: Piano Sonata op.50 no.3 ""Didone abbandonata"" (1/3) IGOR COGNOLATO",y8roMt3NR7Y,0.8333333333333334,0.9131856,"Clementi, Muzio, 3 Piano Sonatas, Op.50, y8roMt3NR7Y",790.27346875,1.0,train,1.0,Muzio Clementi,Classical
1846,27401,Clementi,Muzio,"6 Piano Sonatinas, Op.36",Italian,1752,1832,"Muzio Clementi, 6 Sonatinas, op. 36 (Andrei Andreev)",HbG5M5DcBMM,0.8333333333333334,0.88365495,"Clementi, Muzio, 6 Piano Sonatinas, Op.36, HbG5M5DcBMM",2115.61346875,1.0,train,1.0,Muzio Clementi,Classical
1853,27408,Clementi,Muzio,"3 Piano Trios, Op.32",Italian,1752,1832,"Piano Trio in C Major, Op. 32, No. 3: I. Allegro",N5m4pM0XESI,0.6666666666666666,0.66068286,"Clementi, Muzio, 3 Piano Trios, Op.32, N5m4pM0XESI",209.88146875,1.0,validation,0.0,Muzio Clementi,Classical
1859,27414,Clementi,Muzio,"21 Variations on 'The Black Joke', WO 2",Italian,1752,1832,"The Black Joke, tema con 21 variazioni WO 2",pHK-1poGf_o,0.6666666666666666,0.96633,"Clementi, Muzio, 21 Variations on 'The Black Joke', WO 2, pHK-1poGf_o",1311.12146875,1.0,test,0.0,Muzio Clementi,Classical
1961,54480,Grieg,Edvard,"Agitato, EG 106",Norwegian,1843,1907,"ALBERTO FERRO: Edvard Grieg, Agitato, EG 106 in Grieg Competition 2018",fC_WMdH_ZXM,1.0,0.9220052,"Grieg, Edvard, Agitato, EG 106, fC_WMdH_ZXM",160.12946875,1.0,validation,1.0,Edvard Grieg,Romantic
1963,54482,Grieg,Edvard,"4 Album Leaves, Op.28",Norwegian,1843,1907,"Edvard Grieg's Album Leaves, Op. 28, No. 4: Andantino serioso",heiITOYMwL0,1.0,0.9889864,"Grieg, Edvard, 4 Album Leaves, Op.28, heiITOYMwL0",293.25746875,1.0,validation,1.0,Edvard Grieg,Romantic
1968,54487,Grieg,Edvard,"Ballade, Op.24",Norwegian,1843,1907,Grieg - Ballade op 24 in G minor (Andsnes),Tryq9a9y8Q4,1.0,0.8776147,"Grieg, Edvard, Ballade, Op.24, Tryq9a9y8Q4",1149.55346875,1.0,test,1.0,Edvard Grieg,Romantic
1971,54490,Grieg,Edvard,"Canon a 4 voci, EG 179",Norwegian,1843,1907,"Canon a 4 voci, EG 179",wYURENYiwrE,0.8571428571428571,0.81588185,"Grieg, Edvard, Canon a 4 voci, EG 179, wYURENYiwrE",53.92946875,1.0,train,0.0,Edvard Grieg,Romantic
1975,54494,Grieg,Edvard,"9 Children's Pieces, EG 103",Norwegian,1843,1907,"9 Children's Pieces, EG 103: I. Andante",o6EgoKrbIJw,0.8571428571428571,0.9665921,"Grieg, Edvard, 9 Children's Pieces, EG 103, o6EgoKrbIJw",111.74546875,1.0,train,0.0,Edvard Grieg,Romantic
1994,54513,Grieg,Edvard,"4 Humoresques, Op.6",Norwegian,1843,1907,Edvard Grieg - 4 Humoresques Op. 6 (GRIEG'S 172ND BIRTHDAY TRIBUTE),LyOfbma5KTA,1.0,0.9211334,"Grieg, Edvard, 4 Humoresques, Op.6, LyOfbma5KTA",750.02546875,1.0,train,1.0,Edvard Grieg,Romantic
1996,54515,Grieg,Edvard,"Improvisations on 2 Norwegian Folk Songs, Op.29",Norwegian,1843,1907,"ALBERTO FERRO: Grieg, Improvisations on Two Norwegian Folk Songs, Op. 29 in Grieg Competition 2018",BkvI3RkQaas,0.8888888888888888,0.91761875,"Grieg, Edvard, Improvisations on 2 Norwegian Folk Songs, Op.29, BkvI3RkQaas",444.13346875,1.0,train,1.0,Edvard Grieg,Romantic
2007,54526,Grieg,Edvard,"Lyric Pieces, Op.12",Norwegian,1843,1907,Grieg ~ Eight Lyric Pieces ~ Op. 12,yhXHnLubC-4,1.0,0.936275,"Grieg, Edvard, Lyric Pieces, Op.12, yhXHnLubC-4",636.37346875,1.0,train,1.0,Edvard Grieg,Romantic
2008,54527,Grieg,Edvard,"Lyric Pieces, Op.38",Norwegian,1843,1907,"Edvard Grieg - Lyric pieces,  Book II, Op.38",eqZslYjnHV0,1.0,0.8758275,"Grieg, Edvard, Lyric Pieces, Op.38, eqZslYjnHV0",907.56146875,1.0,train,1.0,Edvard Grieg,Romantic
2009,54528,Grieg,Edvard,"Lyric Pieces, Op.43",Norwegian,1843,1907,"Edvard Grieg - Lyric pieces Book III, Op  43",BFf8BiOlO4Y,1.0,0.8751525,"Grieg, Edvard, Lyric Pieces, Op.43, BFf8BiOlO4Y",713.05346875,1.0,train,1.0,Edvard Grieg,Romantic
2010,54529,Grieg,Edvard,"Lyric Pieces, Op.47",Norwegian,1843,1907,"Edvard Grieg - Lyric pieces Book IV, Op.47",rIodlU-ECBM,1.0,0.87757355,"Grieg, Edvard, Lyric Pieces, Op.47, rIodlU-ECBM",1089.50546875,1.0,train,1.0,Edvard Grieg,Romantic
2011,54530,Grieg,Edvard,"Lyric Pieces, Op.54",Norwegian,1843,1907,Mark Farago plays Grieg Lyric Pieces Op.54,FvJDMnejMbU,1.0,0.8702548,"Grieg, Edvard, Lyric Pieces, Op.54, FvJDMnejMbU",1611.07346875,1.0,validation,1.0,Edvard Grieg,Romantic
2012,54531,Grieg,Edvard,"Lyric Pieces, Op.57",Norwegian,1843,1907,"Grieg Lyric Pieces Book VI, Op.57 - 1. Vanished days",TJzExuLchSs,1.0,0.82695615,"Grieg, Edvard, Lyric Pieces, Op.57, TJzExuLchSs",285.98546875,1.0,test,1.0,Edvard Grieg,Romantic
2013,54532,Grieg,Edvard,"Lyric Pieces, Op.62",Norwegian,1843,1907,"Edvard Grieg - Lyric pieces, Book VII, Op.62",gwIhZNNzEiM,1.0,0.86836684,"Grieg, Edvard, Lyric Pieces, Op.62, gwIhZNNzEiM",918.21746875,1.0,train,1.0,Edvard Grieg,Romantic
2014,54533,Grieg,Edvard,"Lyric Pieces, Op.65",Norwegian,1843,1907,Alexander Goldenweiser plays Grieg Lyric Pieces Op. 65,RpnGDv_IBi8,1.0,0.8650512,"Grieg, Edvard, Lyric Pieces, Op.65, RpnGDv_IBi8",1369.04546875,1.0,train,1.0,Edvard Grieg,Romantic
2015,54534,Grieg,Edvard,"Lyric Pieces, Op.68",Norwegian,1843,1907,"Edvard Grieg - Lyric pieces, Book IX, Op.68",4FSqboO_fn8,1.0,0.90527886,"Grieg, Edvard, Lyric Pieces, Op.68, 4FSqboO_fn8",965.05346875,1.0,train,1.0,Edvard Grieg,Romantic
2016,54535,Grieg,Edvard,"Lyric Pieces, Op.71",Norwegian,1843,1907,"Grieg Lyric Pieces Book X, Op.71 - 7. Remembrances",ItZFLpHlimM,1.0,0.934724,"Grieg, Edvard, Lyric Pieces, Op.71, ItZFLpHlimM",113.86946875,1.0,train,1.0,Edvard Grieg,Romantic
2019,54538,Grieg,Edvard,"Moods, Op.73",Norwegian,1843,1907,"Grieg - Stimmungen, Op.73",Ftu9KN5Sehc,0.75,0.8757963,"Grieg, Edvard, Moods, Op.73, Ftu9KN5Sehc",1379.44946875,1.0,train,1.0,Edvard Grieg,Romantic
2027,54546,Grieg,Edvard,"25 Norwegian Folk Songs and Dances, Op.17",Norwegian,1843,1907,Grieg - Op.17 - 25 Norwegian Dances and Folk Songs,ov4MB-uyEog,1.0,0.93028,"Grieg, Edvard, 25 Norwegian Folk Songs and Dances, Op.17, ov4MB-uyEog",1690.30946875,1.0,train,1.0,Edvard Grieg,Romantic
2028,54547,Grieg,Edvard,"19 Norwegian Folk Tunes, Op.66",Norwegian,1843,1907,"Grieg - 19 Norwegian Folk Tunes, Op. 66",VgylpvirT0A,1.0,0.90559846,"Grieg, Edvard, 19 Norwegian Folk Tunes, Op.66, VgylpvirT0A",1645.34546875,1.0,train,1.0,Edvard Grieg,Romantic
2031,54550,Grieg,Edvard,"Norwegian Peasant Dances, Op.72",Norwegian,1843,1907,GRIEG - SLATTER PEASANT DANCES - OP. 72,bNZgJXlqvTo,0.8333333333333334,0.90946734,"Grieg, Edvard, Norwegian Peasant Dances, Op.72, bNZgJXlqvTo",2334.38546875,1.0,train,0.0,Edvard Grieg,Romantic
2041,54560,Grieg,Edvard,"Piano Concerto in B minor, EG 120",Norwegian,1843,1907,"Piano Concerto in B Minor, EG 120: Fragments",Ptc9rbE91xQ,0.875,0.64281976,"Grieg, Edvard, Piano Concerto in B minor, EG 120, Ptc9rbE91xQ",224.64146875,1.0,validation,0.0,Edvard Grieg,Romantic
2043,54562,Grieg,Edvard,"3 Piano Pieces, EG 102",Norwegian,1843,1907,"3 Piano Pieces, EG 102: I. Lengsel",EaNxe3B0uH8,0.8333333333333334,0.97213554,"Grieg, Edvard, 3 Piano Pieces, EG 102, EaNxe3B0uH8",80.96546875,1.0,test,0.0,Edvard Grieg,Romantic
2044,54563,Grieg,Edvard,"3 Piano Pieces, EG 105",Norwegian,1843,1907,"3 Piano Pieces, EG 105: No. 1, Allegro agitato",NzXtRC7INKw,0.8333333333333334,0.912753,"Grieg, Edvard, 3 Piano Pieces, EG 105, NzXtRC7INKw",133.95746875,1.0,train,0.0,Edvard Grieg,Romantic
2045,54564,Grieg,Edvard,"3 Piano Pieces, EG 110-112",Norwegian,1843,1907,Three Piano Pieces (Eg 110-112) . Tempest Clouds,VPwNdwqwb-4,0.7142857142857143,0.8783381,"Grieg, Edvard, 3 Piano Pieces, EG 110-112, VPwNdwqwb-4",271.83746875,1.0,train,0.0,Edvard Grieg,Romantic
2046,54565,Grieg,Edvard,"4 Piano Pieces, Op.1",Norwegian,1843,1907,GRIEG - 4 PIECES FOR PIANO - OP. 1,4gF2fhRdYKI,1.0,0.8397242,"Grieg, Edvard, 4 Piano Pieces, Op.1, 4gF2fhRdYKI",857.08946875,1.0,train,0.0,Edvard Grieg,Romantic
2047,54566,Grieg,Edvard,"Piano Sonata, Op.7",Norwegian,1843,1907,"Edvard Grieg  ‒ Piano Sonata, Op.7",iWQUeipn-N0,1.0,0.8096401,"Grieg, Edvard, Piano Sonata, Op.7, iWQUeipn-N0",1090.00946875,1.0,train,1.0,Edvard Grieg,Romantic
2048,54567,Grieg,Edvard,"Piano Transcriptions of Songs, Op.41",Norwegian,1843,1907,GRIEG - PIANO TRANSCRIPTIONS OF SONGS - OP. 41,bgrRu1_0r8g,1.0,0.92121774,"Grieg, Edvard, Piano Transcriptions of Songs, Op.41, bgrRu1_0r8g",1103.07746875,1.0,train,0.0,Edvard Grieg,Romantic
2049,54568,Grieg,Edvard,"Piano Transcriptions of Songs, Op.52",Norwegian,1843,1907,GRIEG - PIANO TRANSCRIPTIONS OF SONGS - OP. 52,QC7uMcWLlxY,1.0,0.8895622,"Grieg, Edvard, Piano Transcriptions of Songs, Op.52, QC7uMcWLlxY",1127.44946875,1.0,train,0.0,Edvard Grieg,Romantic
2050,54569,Grieg,Edvard,"Poetic Tone-Pictures, Op.3",Norwegian,1843,1907,Denis Matsuev plays Grieg   Poetic Tone Pictures Op 3,AoaK_o8EsPk,1.0,0.7892211,"Grieg, Edvard, Poetic Tone-Pictures, Op.3, AoaK_o8EsPk",597.20546875,1.0,train,1.0,Edvard Grieg,Romantic
2053,54572,Grieg,Edvard,"6 Reminiscences from Mountain and Fjord, Op.44",Norwegian,1843,1907,Grieg - Reminiscences from Mountain and Fjord Op. 44 - 6. Epilog - Piano Transcription [tbpt54],XFbOzyB5OVM,1.0,0.6882374,"Grieg, Edvard, 6 Reminiscences from Mountain and Fjord, Op.44, XFbOzyB5OVM",137.12546875,1.0,train,1.0,Edvard Grieg,Romantic
2056,54575,Grieg,Edvard,"Scenes of Country Life, Op.19",Norwegian,1843,1907,GRIEG - SCENES OF COUNTRY LIFE - OP. 19,3pDM4-ToLLo,1.0,0.8888216,"Grieg, Edvard, Scenes of Country Life, Op.19, 3pDM4-ToLLo",1038.92546875,1.0,validation,0.0,Edvard Grieg,Romantic
