,surname,firstname,music,nationality,birth,death,youtube_title,youtube_id,similarity,piano_solo_prob,audio_name,audio_duration,giant_midi_piano,split,surname_in_youtube_title,fullname,era
57197,Handel,George Frideric,"Prelude, HWV 562",British,1685,1759,Prelude in D minor HWV 562 by George Frideric Handel 1685-1759,qxYhUCfhl9Y,1.0,0.8442608,"Handel, George Frideric, Prelude, HWV 562, qxYhUCfhl9Y",172.11746875,1.0,train,1.0,George Frideric Handel,Baroque
57198,Handel,George Frideric,"Prelude, HWV 563",British,1685,1759,"Prelude in D Minor, HWV 563",3g99YCC8l4U,0.75,0.058037166,"Handel, George Frideric, Prelude, HWV 563, 3g99YCC8l4U",143.74946875,0.0,,0.0,George Frideric Handel,Baroque
57199,Handel,George Frideric,"Prelude, HWV 564",British,1685,1759,PRELUDE FOR HARPSICHORD IN D MOLL HWV 564,1czpEmSdhMs,0.75,0.0067308205,"Handel, George Frideric, Prelude, HWV 564, 1czpEmSdhMs",79.20146875,0.0,,0.0,George Frideric Handel,Baroque
57200,Handel,George Frideric,"Prelude, HWV 570",British,1685,1759,"Prelude in F-Sharp Minor, HWV 570",BHDAGRkAo0k,0.75,0.056192048,"Handel, George Frideric, Prelude, HWV 570, BHDAGRkAo0k",91.58546875,0.0,,0.0,George Frideric Handel,Baroque
57201,Handel,George Frideric,"Prelude, HWV 572",British,1685,1759,"Prelude in G Minor, HWV 572",EqSEMPlAdu4,0.75,0.08750306,"Handel, George Frideric, Prelude, HWV 572, EqSEMPlAdu4",67.82546875,0.0,,0.0,George Frideric Handel,Baroque
57202,Handel,George Frideric,"Prelude, HWV 573",British,1685,1759,"Prelude in G Minor, HWV 573",9iRGK7tZSrQ,0.75,0.046724983,"Handel, George Frideric, Prelude, HWV 573, 9iRGK7tZSrQ",125.96546875,0.0,,0.0,George Frideric Handel,Baroque
57203,Handel,George Frideric,"Preludes, Air and Lesson",British,1685,1759,Handel Prelude and Lesson in A Minor G 18 & 19,W91QsDS6_GM,0.6,,,,,,,George Frideric Handel,Baroque
57204,Handel,George Frideric,"Preludium, HWV 567",British,1685,1759,"G. F. Handel - Preludium, HWV 567",He8zBzeJ30A,1.0,0.25211495,"Handel, George Frideric, Preludium, HWV 567, He8zBzeJ30A",80.28146875,0.0,,1.0,George Frideric Handel,Baroque
57205,Handel,George Frideric,"Preludium, HWV 568",British,1685,1759,"Preludium in F Minor, HWV 568",yjjE0zO-0Ac,0.75,0.06242618,"Handel, George Frideric, Preludium, HWV 568, yjjE0zO-0Ac",106.88546875,0.0,,0.0,George Frideric Handel,Baroque
57206,Handel,George Frideric,"Publio Cornelio Scipione, HWV 20",British,1685,1759,Georg Friedrich Händel - Scipione HWV 20,JGtPd8aWzhY,0.5,,,,,,,George Frideric Handel,Baroque
57207,Handel,George Frideric,Quadro Sonata in B-flat major,British,1685,1759,George Frideric Handel - Recorder Sonata in B-Flat Major,TsyBZPjm07Q,0.8571428571428571,0.071963444,"Handel, George Frideric, Quadro Sonata in B-flat major, TsyBZPjm07Q",360.43346875,0.0,,1.0,George Frideric Handel,Baroque
57208,Handel,George Frideric,"Qualor l'egre pupille, HWV 152",British,1685,1759,"Qualor l’egre pupille, HWV 152: I. Recitativo - ""Qualor l’egre pupille""",6vQbDFZaJL8,0.8571428571428571,0.05696809,"Handel, George Frideric, Qualor l'egre pupille, HWV 152, 6vQbDFZaJL8",70.88546875,0.0,,0.0,George Frideric Handel,Baroque
57209,Handel,George Frideric,"Qualor, crudele sì ma vaga Dori, HWV 151",British,1685,1759,"Qualor, crudele si ma vaga Dori in G Minor, HWV 151",og_qEtnb12A,0.7777777777777778,0.022602582,"Handel, George Frideric, Qualor, crudele sì ma vaga Dori, HWV 151, og_qEtnb12A",777.24146875,0.0,,0.0,George Frideric Handel,Baroque
57210,Handel,George Frideric,"Quando sperasti, o core, HWV 153",British,1685,1759,"Cantata, Quando sperasti o core, HWV 153: I. Quando sperasti o core",Qw9BPBEiEvw,0.8571428571428571,0.014651284,"Handel, George Frideric, Quando sperasti, o core, HWV 153, Qw9BPBEiEvw",330.22946875,0.0,,0.0,George Frideric Handel,Baroque
57211,Handel,George Frideric,"Quel fior che all'alba ride, HWV 154",British,1685,1759,"Quel fior che all'alba ride, HWV 154",4nTCz1q5Zw8,0.8888888888888888,0.018609045,"Handel, George Frideric, Quel fior che all'alba ride, HWV 154, 4nTCz1q5Zw8",315.07346875,0.0,,0.0,George Frideric Handel,Baroque
57212,Handel,George Frideric,"Quel fior che all'alba ride, HWV 192",British,1685,1759,"Händel: Quel fior, HWV 192 - Kirkby, Nelson",nN6byS3JvpM,0.4444444444444444,,,,,,,George Frideric Handel,Baroque
57213,Handel,George Frideric,"Radamisto, HWV 12",British,1685,1759,Handel 1720 Radamisto HWV 12 Martin Haselböck,9PpcWs9R2fY,1.0,0.0052056345,"Handel, George Frideric, Radamisto, HWV 12, 9PpcWs9R2fY",9553.78946875,0.0,,1.0,George Frideric Handel,Baroque
57214,Handel,George Frideric,"Recorder Sonata in A minor, HWV 362",British,1685,1759,"Georg Friedrich Händel. Recorder Sonata in a minor, HWV 362",BcNciPOhwBo,0.875,0.04485791,"Handel, George Frideric, Recorder Sonata in A minor, HWV 362, BcNciPOhwBo",644.97746875,0.0,,0.0,George Frideric Handel,Baroque
57215,Handel,George Frideric,"Recorder Sonata in B-flat major, HWV 377",British,1685,1759,"Georg Friedrich Händel. Recorder Sonata in B flat major, HWV 377",B64fQvhuf7o,0.8888888888888888,0.07480921,"Handel, George Frideric, Recorder Sonata in B-flat major, HWV 377, B64fQvhuf7o",350.82146875,0.0,,0.0,George Frideric Handel,Baroque
57216,Handel,George Frideric,"Recorder Sonata in C major, HWV 365",British,1685,1759,"Georg Friedrich Händel. Recorder Sonata in C major, HWV 365",0-PhI-7SaKo,0.875,0.0822716,"Handel, George Frideric, Recorder Sonata in C major, HWV 365, 0-PhI-7SaKo",588.56546875,0.0,,0.0,George Frideric Handel,Baroque
57217,Handel,George Frideric,"Recorder Sonata in D minor, HWV 367a",British,1685,1759,"Georg Friedrich Händel. Recorder Sonata in d minor, HWV 367",KYt76ymdY1s,0.75,0.049045447,"Handel, George Frideric, Recorder Sonata in D minor, HWV 367a, KYt76ymdY1s",850.14146875,0.0,,0.0,George Frideric Handel,Baroque
57218,Handel,George Frideric,"Recorder Sonata in F major, HWV 369",British,1685,1759,"Georg Friedrich Händel. Recorder Sonata in F major, HWV 369",3VvJm_avNUE,0.875,0.056712657,"Handel, George Frideric, Recorder Sonata in F major, HWV 369, 3VvJm_avNUE",458.92946875,0.0,,0.0,George Frideric Handel,Baroque
57219,Handel,George Frideric,"Recorder Sonata in G minor, HWV 360",British,1685,1759,"Georg Friedrich Händel. Recorder Sonata in g minor HWV, 360",SHcazJHXqLA,0.875,0.06331346,"Handel, George Frideric, Recorder Sonata in G minor, HWV 360, SHcazJHXqLA",455.65346875,0.0,,0.0,George Frideric Handel,Baroque
57220,Handel,George Frideric,"La resurrezione, HWV 47",British,1685,1759,"G.F. HÄNDEL: «La Resurrezione» HWV 47, Le Concert d'Astée",nafHIQT5Nes,0.8,0.00980308,"Handel, George Frideric, La resurrezione, HWV 47, nafHIQT5Nes",6696.43346875,0.0,,0.0,George Frideric Handel,Baroque
57221,Handel,George Frideric,"Riccardo I, ré d'Inghilterra, HWV 23",British,1685,1759,"Riccardo I, ré d'Inghilterra, HWV 23, Act 1: ""Agitato da fiere tempeste"" (Riccardo)",it85GmJfR1M,0.875,0.009702262,"Handel, George Frideric, Riccardo I, ré d'Inghilterra, HWV 23, it85GmJfR1M",258.91346875,0.0,,0.0,George Frideric Handel,Baroque
57222,Handel,George Frideric,"Rinaldo, HWV 7a",British,1685,1759,"Handel: Rinaldo, HWV 7a / Act 2 - ""Lascia ch'io pianga""",c56qtfgV5f8,1.0,0.018533701,"Handel, George Frideric, Rinaldo, HWV 7a, c56qtfgV5f8",292.46546875,0.0,,1.0,George Frideric Handel,Baroque
57223,Handel,George Frideric,"Rinaldo, HWV 7b",British,1685,1759,George Frideric Handel:Rinaldo HWV 7,3FsHGuZ79Mw,0.75,0.06604938,"Handel, George Frideric, Rinaldo, HWV 7b, 3FsHGuZ79Mw",340.38146875,0.0,,1.0,George Frideric Handel,Baroque
57224,Handel,George Frideric,"Ritornello in G major, HWV 343b",British,1685,1759,"Chaconne in G Major, HWV 343b",UxFfj-pgGeY,0.7142857142857143,0.021971453,"Handel, George Frideric, Ritornello in G major, HWV 343b, UxFfj-pgGeY",417.92546875,0.0,,0.0,George Frideric Handel,Baroque
57225,Handel,George Frideric,"Rodelinda, regina de' Longobardi, HWV 19",British,1685,1759,"Rodelinda, regina de' Longobardi, HWV 19, Act 1: Dove sei,amato bene? Aria",3hNva5j-E3U,0.8571428571428571,0.062346563,"Handel, George Frideric, Rodelinda, regina de' Longobardi, HWV 19, 3hNva5j-E3U",303.37346875,0.0,,0.0,George Frideric Handel,Baroque
57226,Handel,George Frideric,"Rodrigo, HWV 5",British,1685,1759,"RODRIGO, OPERA 1707 - HWV 5 - Handel",bVaeKUSNKj4,1.0,0.02042302,"Handel, George Frideric, Rodrigo, HWV 5, bVaeKUSNKj4",9414.46946875,0.0,,1.0,George Frideric Handel,Baroque
57227,Handel,George Frideric,"Salve Regina, HWV 241",British,1685,1759,"Händel: HWV 241. Salve Regina - Sampson (Christophers, live)",9Zd7C2AtpkQ,0.8,0.067335606,"Handel, George Frideric, Salve Regina, HWV 241, 9Zd7C2AtpkQ",665.60546875,0.0,,0.0,George Frideric Handel,Baroque
57228,Handel,George Frideric,"Samson, HWV 57",British,1685,1759,Georg Friedrich Händel - Samson HWV 57,_G9ftGhLxaM,0.75,0.01908543,"Handel, George Frideric, Samson, HWV 57, _G9ftGhLxaM",12291.08546875,0.0,,0.0,George Frideric Handel,Baroque
57229,Handel,George Frideric,"Sarai contenta un dì, HWV 156",British,1685,1759,"Allan Clayton; ""Un momento di contento""; ALCINA; George Frideric Handel",pWzsgJxrVgw,0.2857142857142857,,,,,,,George Frideric Handel,Baroque
57230,Handel,George Frideric,"Sarei troppo felice, HWV 157",British,1685,1759,"Sarei troppo felice, HWV 157",IqCG3CooAIE,0.8333333333333334,0.12313833,"Handel, George Frideric, Sarei troppo felice, HWV 157, IqCG3CooAIE",619.38146875,0.0,,0.0,George Frideric Handel,Baroque
57231,Handel,George Frideric,"Saul, HWV 53",British,1685,1759,Georg Friedrich Händel - Saul HWV 53,q8ryor9Y7Mw,0.75,0.03065285,"Handel, George Frideric, Saul, HWV 53, q8ryor9Y7Mw",9939.09746875,0.0,,0.0,George Frideric Handel,Baroque
57232,Handel,George Frideric,"Se pari è la tua fè, HWV 158a",British,1685,1759,"Se pari è la tua fè, HWV 158a: Se pari è la tua fè (Aria)",krJZHrxXeT0,0.8888888888888888,5.226678e-06,"Handel, George Frideric, Se pari è la tua fè, HWV 158a, krJZHrxXeT0",150.76946875,0.0,,0.0,George Frideric Handel,Baroque
57233,Handel,George Frideric,"Se pari è la tua fè, HWV 158c",British,1685,1759,Georg Friedrich Händel | Brockes Passion HWV 48,Rxw1DJVUPQo,0.1111111111111111,,,,,,,George Frideric Handel,Baroque
57234,Handel,George Frideric,"Se per fatal destino, HWV 159",British,1685,1759,George Frideric Händel. Esther,ojHSVdnqseA,0.0,,,,,,,George Frideric Handel,Baroque
57235,Handel,George Frideric,"Se tu non lasci amore, HWV 193",British,1685,1759,Se tu non lasci amore - duet HWV 193,Pzz_V2LdtBk,0.875,0.01282247,"Handel, George Frideric, Se tu non lasci amore, HWV 193, Pzz_V2LdtBk",377.89346875,0.0,,0.0,George Frideric Handel,Baroque
57236,Handel,George Frideric,"Semele, HWV 58",British,1685,1759,"Handel / Semele, HWV 58 (Curnyn)",NqHe4FAKYhI,1.0,0.025291324,"Handel, George Frideric, Semele, HWV 58, NqHe4FAKYhI",10166.50946875,0.0,,1.0,George Frideric Handel,Baroque
57237,Handel,George Frideric,"Sento là che ristretto, HWV 161a",British,1685,1759,Händel: HWV 161b. Sento là che ristretto - Scholl (live),mV9dJPL2_c8,0.7142857142857143,0.000846381,"Handel, George Frideric, Sento là che ristretto, HWV 161a, mV9dJPL2_c8",798.15746875,0.0,,0.0,George Frideric Handel,Baroque
57238,Handel,George Frideric,"Sento là che ristretto, HWV 161b",British,1685,1759,"Sento là che ristretto, HWV 161b: Sento là che ristretto (Recitativo)",ZTTfNnx0eGU,0.8571428571428571,0.030210486,"Handel, George Frideric, Sento là che ristretto, HWV 161b, ZTTfNnx0eGU",80.06546875,0.0,,0.0,George Frideric Handel,Baroque
57239,Handel,George Frideric,"Serse, HWV 40",British,1685,1759,Georg Friedrich Händel - Serse HWV 40,ZT7weHi6oSw,0.75,0.011598412,"Handel, George Frideric, Serse, HWV 40, ZT7weHi6oSw",10619.60546875,0.0,,0.0,George Frideric Handel,Baroque
57240,Handel,George Frideric,"Sì t'amo fedele, HWV Anh.B6",British,1685,1759,"Franco Fagioli & Emily Hindrichs - Riccardo Primo (G.F. Händel) (HWV 23) - ""T'amo sí""",Wjan_8pTDEM,0.5,,,,,,,George Frideric Handel,Baroque
57241,Handel,George Frideric,"Siete rose rugiadose, HWV 162",British,1685,1759,SIETE ROSE RUGIADOSE FOR VIOLA AND CONTINUO - HWV 162,2O6DC7MgkY4,0.8333333333333334,0.002591255,"Handel, George Frideric, Siete rose rugiadose, HWV 162, 2O6DC7MgkY4",446.50946875,0.0,,0.0,George Frideric Handel,Baroque
57242,Handel,George Frideric,"Silete venti, HWV 242",British,1685,1759,G.F. Händel: Motet «Silete venti» HWV 242,BnSh3Pt6rk0,0.8,0.019364832,"Handel, George Frideric, Silete venti, HWV 242, BnSh3Pt6rk0",1591.27346875,0.0,,0.0,George Frideric Handel,Baroque
57243,Handel,George Frideric,"Silla, HWV 10",British,1685,1759,"Handel “Lucio Cornelio Silla, HWV. 10” (Sonia Prina & Fabio Biondi • Europa Galante)",QX9NE1-g0NI,1.0,0.012212369,"Handel, George Frideric, Silla, HWV 10, QX9NE1-g0NI",6989.07746875,0.0,,1.0,George Frideric Handel,Baroque
57244,Handel,George Frideric,"Sinfonia in B-flat major, HWV 339",British,1685,1759,"Sinfonia in B-Flat Major, HWV 339: I. Allegro",aCSrNSgJSmw,0.875,0.0065823314,"Handel, George Frideric, Sinfonia in B-flat major, HWV 339, aCSrNSgJSmw",246.16946875,0.0,,0.0,George Frideric Handel,Baroque
57245,Handel,George Frideric,"Sinfonia in B-flat major, HWV 347",British,1685,1759,"Sinfonia in B-Flat Major, HWV 347: II. Air Lentement",2kVft0FhLTE,0.875,0.021144679,"Handel, George Frideric, Sinfonia in B-flat major, HWV 347, 2kVft0FhLTE",169.27346875,0.0,,0.0,George Frideric Handel,Baroque
57246,Handel,George Frideric,"Siroe, re di Persia, HWV 24",British,1685,1759,"SIROY, THE KING OF PERSIA - HWV 24 - Handel",qwlUTrae-H4,0.5714285714285714,,,,,,,George Frideric Handel,Baroque
57247,Handel,George Frideric,"Solitudini care, amata libertà, HWV 163",British,1685,1759,"Solitudini care, amata libertà, HWV 163: II. Aria",pkF_H6gz2G8,0.8571428571428571,0.0126986895,"Handel, George Frideric, Solitudini care, amata libertà, HWV 163, pkF_H6gz2G8",314.31746875,0.0,,0.0,George Frideric Handel,Baroque
57248,Handel,George Frideric,"Solomon, HWV 67",British,1685,1759,Georg Friedrich Händel - Solomon HWV 67,ZwayCXzY7Bw,0.75,0.018214,"Handel, George Frideric, Solomon, HWV 67, ZwayCXzY7Bw",9667.22546875,0.0,,0.0,George Frideric Handel,Baroque
57249,Handel,George Frideric,"Sonata for a Musical Clock, HWV 578",British,1685,1759,"Sonata for a Musical Clock in C Major, HWV 578: I. Allegro",8yGYPmRmsAU,0.875,0.009162554,"Handel, George Frideric, Sonata for a Musical Clock, HWV 578, 8yGYPmRmsAU",197.10146875,0.0,,0.0,George Frideric Handel,Baroque
57250,Handel,George Frideric,"Sonata in C major, HWV 598",British,1685,1759,"Handel - 18 Pieces for a Musical Clock: Sonata in C major, HWV 598 (arr. guitar)",mAutjWTnQa0,1.0,0.86737585,"Handel, George Frideric, Sonata in C major, HWV 598, mAutjWTnQa0",98.96546875,1.0,train,1.0,George Frideric Handel,Baroque
57251,Handel,George Frideric,"Sosarme, re di Media, HWV 30",British,1685,1759,"Sosarme, re di Media, HWV 30, Act I: Rendi'l sereno al ciglo",PiUsj5ui7QA,0.8571428571428571,4.5330808e-07,"Handel, George Frideric, Sosarme, re di Media, HWV 30, PiUsj5ui7QA",262.87346875,0.0,,0.0,George Frideric Handel,Baroque
57252,Handel,George Frideric,"Spande ancor a mio dispetto, HWV 165",British,1685,1759,"G.F. Händel: ""Spande ancor a mio dispetto"" (HWV 165) , Raimund Nolte, Batzdorfer Hofkapelle",NDIOL8rFEAA,0.875,0.007698005,"Handel, George Frideric, Spande ancor a mio dispetto, HWV 165, NDIOL8rFEAA",548.31746875,0.0,,0.0,George Frideric Handel,Baroque
57253,Handel,George Frideric,"Splenda l'alba in oriente, HWV 166",British,1685,1759,"Vivica Genaux - Handel - Splenda l'alba in oriente, HWV 166",-Oi3ohbpJXU,1.0,0.0064877286,"Handel, George Frideric, Splenda l'alba in oriente, HWV 166, -Oi3ohbpJXU",344.19746875,0.0,,1.0,George Frideric Handel,Baroque
57254,Handel,George Frideric,"Stanco di più soffrire, HWV 167a",British,1685,1759,"Stanco di piu soffrire, HWV 167a: Aria: Era in sogno almen contento",Kf2Nk2xCc_c,0.7142857142857143,0.11763051,"Handel, George Frideric, Stanco di più soffrire, HWV 167a, Kf2Nk2xCc_c",287.49746875,0.0,,0.0,George Frideric Handel,Baroque
57255,Handel,George Frideric,"Suite in A major, HWV 426",British,1685,1759,"Handel: Suite in A major, HWV 426",UJEiRm6W_Fg,1.0,0.028198399,"Handel, George Frideric, Suite in A major, HWV 426, UJEiRm6W_Fg",772.66946875,0.0,,1.0,George Frideric Handel,Baroque
57256,Handel,George Frideric,"Suite in A major, HWV 454",British,1685,1759,"Harpsichord Suite in A Major, HWV 454: I. Allemande",0d7uNPsWJB4,0.8571428571428571,0.07274289,"Handel, George Frideric, Suite in A major, HWV 454, 0d7uNPsWJB4",330.98546875,0.0,,0.0,George Frideric Handel,Baroque
57257,Handel,George Frideric,Suite in A minor,British,1685,1759,George Frideric Handel - Suite No.9 in G minor HWV 439,eew-90TtWfo,0.8,0.9116117,"Handel, George Frideric, Suite in A minor, eew-90TtWfo",317.12546875,1.0,train,1.0,George Frideric Handel,Baroque
57258,Handel,George Frideric,"Suite in B flat major, HWV 352",British,1685,1759,"Suite in B-Flat Major, HWV 354: I. Minuet and coro",JhKQkkqaXpw,0.75,0.021732701,"Handel, George Frideric, Suite in B flat major, HWV 352, JhKQkkqaXpw",74.95346875,0.0,,0.0,George Frideric Handel,Baroque
57259,Handel,George Frideric,"Suite in B-flat major, HWV 354",British,1685,1759,G. F. Händel: Florindo Suite for strings & b.c. in B flat major (HWV 354) / I Virtuosi delle Muse,Za3JMWtSJfI,0.875,0.059233677,"Handel, George Frideric, Suite in B-flat major, HWV 354, Za3JMWtSJfI",299.48546875,0.0,,0.0,George Frideric Handel,Baroque
57260,Handel,George Frideric,"Suite in B-flat major, HWV 434",British,1685,1759,Handel - Keyboard Suite In B-flat Major HWV 434,SwNMUBlRD90,1.0,0.038023874,"Handel, George Frideric, Suite in B-flat major, HWV 434, SwNMUBlRD90",644.07746875,0.0,,1.0,George Frideric Handel,Baroque
57261,Handel,George Frideric,"Suite in B-flat major, HWV 440",British,1685,1759,Handel Keyboard Suite In B Flat Major HWV 440 - G.F. Handel - Daniel Wnukowski piano,rjBOqHFt0UY,1.0,0.9424587,"Handel, George Frideric, Suite in B-flat major, HWV 440, rjBOqHFt0UY",493.23746875,1.0,train,1.0,George Frideric Handel,Baroque
57262,Handel,George Frideric,"Suite in C major, HWV 443",British,1685,1759,"Suite in C Major, HWV 443: I. Praeludium",v6gEyxyHCXI,0.8571428571428571,0.025727728,"Handel, George Frideric, Suite in C major, HWV 443, v6gEyxyHCXI",233.56946875,0.0,,0.0,George Frideric Handel,Baroque
57263,Handel,George Frideric,"Suite in C minor, HWV 446",British,1685,1759,"Suite in C Minor, HWV 446: I. Allemande",V-An0Q4lh0o,0.8571428571428571,0.0058767702,"Handel, George Frideric, Suite in C minor, HWV 446, V-An0Q4lh0o",216.28946875,0.0,,0.0,George Frideric Handel,Baroque
57264,Handel,George Frideric,"Suite in D major, HWV 341",British,1685,1759,"Suite in D major, HWV 341 (Handel, George Frideric)",L-2QpLvP7cU,1.0,1.6718132e-05,"Handel, George Frideric, Suite in D major, HWV 341, L-2QpLvP7cU",559.26146875,0.0,,1.0,George Frideric Handel,Baroque
57265,Handel,George Frideric,"Suite in D minor, HWV 428",British,1685,1759,"George Frideric HANDEL: Allemande in D minor, HWV 428",J04HbcvNN7s,0.8571428571428571,0.82029724,"Handel, George Frideric, Suite in D minor, HWV 428, J04HbcvNN7s",332.64146875,1.0,train,0.0,George Frideric Handel,Baroque
57266,Handel,George Frideric,"Suite in D minor, HWV 436",British,1685,1759,Händel - Ragna Schirmer (2009) Suite d Moll HWV 436,V8bonhV6NTc,0.5714285714285714,,,,,,,George Frideric Handel,Baroque
57267,Handel,George Frideric,"Suite in D minor, HWV 437",British,1685,1759,Handel - Suite in D minor for harpsichord HWV 437,IZms8zps_iA,1.0,0.021351384,"Handel, George Frideric, Suite in D minor, HWV 437, IZms8zps_iA",511.02146875,0.0,,1.0,George Frideric Handel,Baroque
57268,Handel,George Frideric,"Suite in E major, HWV 430",British,1685,1759,"Alicia de Larrocha plays Handel - Suite No.5, HMV 430",OjeFYoXf_WY,0.4285714285714285,,,,,,,George Frideric Handel,Baroque
57269,Handel,George Frideric,"Suite in E minor, HWV 429",British,1685,1759,"Suite No. 4 in E Minor, HWV 429: I. Allegro - Fugue (Remastered)",FUnmKKO7Thw,0.8571428571428571,0.021932872,"Handel, George Frideric, Suite in E minor, HWV 429, FUnmKKO7Thw",169.20146875,0.0,,0.0,George Frideric Handel,Baroque
57270,Handel,George Frideric,"Suite in E minor, HWV 438",British,1685,1759,"Handel : Suite in E minor, HWV 438 (1/3 : Allemande)",82GylmHAJ-A,1.0,0.9499247,"Handel, George Frideric, Suite in E minor, HWV 438, 82GylmHAJ-A",251.46146875,1.0,train,1.0,George Frideric Handel,Baroque
57271,Handel,George Frideric,"Suite in F major, HWV 427",British,1685,1759,"Chiara Massini - G.F. Händel, Suite II in F Dur (HWV 427)",t7NfHbZrUfQ,0.7142857142857143,0.049328204,"Handel, George Frideric, Suite in F major, HWV 427, t7NfHbZrUfQ",552.63746875,0.0,,0.0,George Frideric Handel,Baroque
57272,Handel,George Frideric,"Suite in F minor, HWV 433",British,1685,1759,"George Frideric Handel : fifth movement (Gigue) from Suite No.8 in F minor, HWV 433",GkM30b6V1Rw,1.0,0.9628749,"Handel, George Frideric, Suite in F minor, HWV 433, GkM30b6V1Rw",85.50146875,1.0,train,1.0,George Frideric Handel,Baroque
57273,Handel,George Frideric,"Suite in F-sharp minor, HWV 431",British,1685,1759,"George Frideric Handel - Suite No. 6 in F-sharp minor, HWV 431- Nikita Volov",VlF3O38IIvY,1.0,0.9400629,"Handel, George Frideric, Suite in F-sharp minor, HWV 431, VlF3O38IIvY",515.52146875,1.0,train,1.0,George Frideric Handel,Baroque
57274,Handel,George Frideric,"Suite in G major, HWV 353",British,1685,1759,"Suite in G Major, HWV 353 (from Daphne transformed, HWV 4) : Menuet",__pjIPkGRNQ,0.8571428571428571,0.0005985241,"Handel, George Frideric, Suite in G major, HWV 353, __pjIPkGRNQ",73.83746875,0.0,,0.0,George Frideric Handel,Baroque
57275,Handel,George Frideric,"Suite in G major, HWV 441",British,1685,1759,Händel - Harpsichord Suite G major HWV 441 - Eberhard Kraus,sVuUTRO7TOw,0.7142857142857143,0.14527038,"Handel, George Frideric, Suite in G major, HWV 441, sVuUTRO7TOw",1008.21746875,0.0,,0.0,George Frideric Handel,Baroque
57276,Handel,George Frideric,"Suite in G minor, HWV 432",British,1685,1759,G F Handel - Suite No 7 in G minor - HWV 432　- Richard Egarr,dxJWDMRvE74,1.0,0.02533733,"Handel, George Frideric, Suite in G minor, HWV 432, dxJWDMRvE74",1184.36546875,0.0,,1.0,George Frideric Handel,Baroque
57277,Handel,George Frideric,"Suite in G minor, HWV 439",British,1685,1759,George Frideric Handel - Suite No.9 in G minor HWV 439,eew-90TtWfo,1.0,0.9116117,"Handel, George Frideric, Suite in G minor, HWV 439, eew-90TtWfo",317.12546875,1.0,validation,1.0,George Frideric Handel,Baroque
57278,Handel,George Frideric,"Suite in G minor, HWV 451",British,1685,1759,"Keyboard Suite, G Minor, HWV 451: I. Allemande",cxEDcR_OGkk,0.7142857142857143,0.05611356,"Handel, George Frideric, Suite in G minor, HWV 451, cxEDcR_OGkk",237.99746875,0.0,,0.0,George Frideric Handel,Baroque
57279,Handel,George Frideric,"Suite, HWV 445",British,1685,1759,"George Frideric Handel - Prelude, mvt. 1, HWV 445",ZtXRNZrIq-M,0.75,0.6387713,"Handel, George Frideric, Suite, HWV 445, ZtXRNZrIq-M",61.30946875,1.0,test,1.0,George Frideric Handel,Baroque
57280,Handel,George Frideric,"Suite, HWV 447",British,1685,1759,SUITE FOR KEYBOARD IN D MINOR - HWV 447 - Handel,26qhrU579xA,1.0,0.9519185,"Handel, George Frideric, Suite, HWV 447, 26qhrU579xA",448.48946875,1.0,train,1.0,George Frideric Handel,Baroque
57281,Handel,George Frideric,"Suite, HWV 448",British,1685,1759,Handel: Suite in D minor HWV 448,EUorNP1OnQg,1.0,0.072012715,"Handel, George Frideric, Suite, HWV 448, EUorNP1OnQg",1072.26146875,0.0,,1.0,George Frideric Handel,Baroque
57282,Handel,George Frideric,"Suite, HWV 449",British,1685,1759,"George Frideric Handel - Prelude, mvt. 1, HWV 449",tAbHjtWnvbY,0.75,0.81661236,"Handel, George Frideric, Suite, HWV 449, tAbHjtWnvbY",70.92146875,1.0,train,1.0,George Frideric Handel,Baroque
57283,Handel,George Frideric,"Suite, HWV 452",British,1685,1759,Handel - Suite in g minor HWV 452 - Eberhard Kraus,KKGowYpxzj4,1.0,0.07712074,"Handel, George Frideric, Suite, HWV 452, KKGowYpxzj4",439.88546875,0.0,,1.0,George Frideric Handel,Baroque
57284,Handel,George Frideric,"Suite, HWV 453",British,1685,1759,"Handel : Suite in G minor, HWV 453 (2/5 : Entrée)",RPBnBVBJQFY,1.0,0.83047915,"Handel, George Frideric, Suite, HWV 453, RPBnBVBJQFY",156.52946875,1.0,train,1.0,George Frideric Handel,Baroque
57285,Handel,George Frideric,"Susanna, HWV 66",British,1685,1759,"Handel / Susanna, HWV 66 (McGegan)",WC-4q5SaA-U,1.0,0.006137275,"Handel, George Frideric, Susanna, HWV 66, WC-4q5SaA-U",10692.25346875,0.0,,1.0,George Frideric Handel,Baroque
57286,Handel,George Frideric,"Tacete ohimè tacete, HWV 196",British,1685,1759,"Tacete, ohime, tacete, HWV 196",zQRcq0C8yfk,0.6666666666666666,0.027251286,"Handel, George Frideric, Tacete ohimè tacete, HWV 196, zQRcq0C8yfk",560.37746875,0.0,,0.0,George Frideric Handel,Baroque
57287,Handel,George Frideric,"Tamerlano, HWV 18",British,1685,1759,"Handel׃ Tamerlano, opera seria in three acts, HWV 18 ¦ Les Talens Lyriques",jvWx3vKCCRw,1.0,0.00088185776,"Handel, George Frideric, Tamerlano, HWV 18, jvWx3vKCCRw",11438.89346875,0.0,,1.0,George Frideric Handel,Baroque
